id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
1372,"The salesman I spoke to seemed eager to fix the problem, and the guy who wanted to fix it was in no hurry and had to move to Tom Woods Level 3 to get home in time.",1,1,0,0,0,1,0,1
1373,Left behind CONOCO tower on red brick building,0,0,0,0,0,1,0,0
1374,"The Chademo charger starts strongly, but slows down quickly. It is still much faster than Level 2, but could be much faster. Started at 40kW and dropped to 8.6.",0,0,0,0,0,0,1,0
1375,"4 chargers - 2 quick chargers. Easy access. Thank you, Georgia Power!",1,0,1,0,0,1,0,0
1376,Feel free to pull the plug,0,0,0,0,1,0,0,0
1377,"Called in for inspection, the manager bluntly stated that the Hampton Inn of Edenton now and never had a car charger on the premises. WTF?",0,0,0,0,0,1,0,0
1378,"Warning... Worst service. Came to charge. They blocked the QuickCharger with other cars and did not want to move it. They forced me to use the normal charger. An elderly Indian gentleman came out and told me that it was not free because it was ""commercial.""",1,0,1,1,0,1,0,0
1379,Works!,1,0,0,0,0,0,0,0
1380,Picnic table often blocks charging station.,0,0,1,0,0,0,0,0
1381,"Was a white screen on Sunday, May 10. We drove about a mile toward the highway and refueled in a small park.",1,0,0,0,0,0,0,0
1382,The right side works.,1,0,0,0,0,0,0,0
1383,Thank you Younker Nissan!!!,0,0,0,0,0,0,0,1
1384,Chademo loaded my hand,1,0,0,0,0,0,0,1
1385,"When I got there around 11: 30 a.m., all 4 stations were open. They are Blink stations and $1.00 per hour for Blink members, $2.00 for non-Blink members. They also have an additional station in the handicap area, ICEd (the first combined station I have seen).",0,0,1,1,0,0,0,0
1386,"My guess is that you pay for parking, go to the basement where there is no internet connection, and have to pay for it. A lot of trouble and wasted $$.",0,0,0,1,0,1,0,0
1387,"QC was difficult to start, took several attempts, but finally worked (4 / 27 / 13).",1,0,0,0,1,0,0,0
1388,it works again! Quick charger has been repaired,1,0,0,0,0,0,0,0
1389,"The fee is higher than the price of gasoline I paid for plugin and high-bread. If you want to calculate it, it should be no more than 05 cents per hour, as in Boston or Cambridge without a monthly fee.",0,0,0,1,0,0,0,0
1390,I love this recharging point. I get an extra 20 miles on my Energi for the journey home.,0,0,0,0,0,1,0,1
1391,The charging cable did not come off and they could not release it through the air.,1,0,0,0,0,0,0,0
1392,23.11.2014 A Level2 240V PEV charger was found next to the Hyatt Place Hotel. It was successfully charged while attending a meeting at the conference centre.,0,0,0,0,0,1,1,0
1393,ICE'd,0,0,1,0,0,0,0,0
1394,First time here. Charging early in the morning... 5: 50 am. So glad this page is available because Surf City Nissan does not open until 9 am.,0,0,1,0,0,0,0,1
1395,"wonderful oasis, the only way for me to make our excursions. Leaf could eat for an hour in the local restaurant.",0,1,0,0,0,1,0,0
1396,"For me, charging point is expensive to pay $5 to charge my car, I can drive 200 miles with a hybrid, so much was the advantage of having an ev when it actually costs more.. should be free in all Nissan dealerships",0,0,0,1,0,0,0,1
1397,Many places to eat,0,0,0,0,0,1,0,0
1398,A short stop to add a few miles.,0,1,0,0,0,0,0,0
1399,Red hazard light flashes quickly. Possibly out of service for a while. Repair was required.,1,0,0,0,1,1,0,0
1400,"Nice Lunds store for grocery shopping. Thank you, Lunds!",0,0,0,0,0,1,0,0
1401,"The older CCS cable is very flat and just needs to be plugged in properly to lock in the car, and the new CCS charger works fine.",1,0,0,0,0,0,0,0
1402,"Today, one year after I bought the i3 from a dealer, I get an i3 for free. People here are very nice and you can use the waiting room during the shop. However, one of the spots was ICEd.",0,0,1,1,0,1,0,1
1403,Only car here,0,0,1,0,0,0,0,0
1404,"I was in the area and stopped at this place just to confirm it. It was correctly marked on the map; the previous person who checked in must have made a wrong turn or something. I edited the entry to add the given address and optimize the marker location. According to their website, they have 50 ampere. http: / / www.campingfriend.com / HolidayHarborMarinaundCampground /",1,0,0,0,0,1,0,0
1405,QC was great for a short stop while you were waiting for someone. It took no time to go from 65% to 95%.,1,0,0,0,0,0,1,0
1406,"CHAdeMO running, 10.6 kWh in 34 min",1,0,0,0,0,0,1,0
1407,With Chademo. Departure in 20 min.,1,0,0,0,1,0,0,0
1408,Great charging point parking. But also non-electric vehicles park here....,0,0,1,0,0,0,0,0
1409,"Had to call nrg to make it work, but then, no problem! They said that the RFID might not work. Thx Gwinnett Place Nissan!",1,0,0,0,0,0,0,1
1410,Please note that this is not a Nissan No Charge to Charge station. You will be charged the full price.,0,0,0,1,1,0,0,1
1411,A charging station is required for fast charging.,0,0,0,1,0,0,0,0
1412,Can someone tell me if there is a Level 3 Chademo charger there? would be helpful for us leaf drivers. Thank you.,1,0,0,0,1,0,0,1
1413,No problem when school is over.,1,0,0,0,0,0,0,0
1414,The compressor is located behind the Sony store. A J 1772 charger is also available.,1,0,0,0,0,1,0,0
1415,"Very generous from Beach Ready Auto Repairing! Bosch charging station works great and is completely free. Just EVSE southbound to private house Tesla station in Duck. - Goldie, 7 / 6 / 15.",1,1,0,1,0,1,0,0
1416,"Friday night at 7pm recharge, all is well.",1,0,0,0,0,1,0,0
1417,Now prominently marked as RV park. See photos.,0,0,0,0,0,1,0,0
1418,I have just left the phone with the dealer they said the charger is working,1,0,0,0,1,0,0,1
1419,"Station was in an error state when I arrived, when I pressed Disconnect. There was an undervoltage fault, which then deleted and I was able to charge successfully.",1,0,0,0,0,0,0,0
1420,Both charges were blocked by NO EVs!,0,0,1,0,0,0,0,0
1421,OUT OF SERVICE AGAIN! This station is a waste of time,1,0,0,0,0,0,0,0
1422,I don't think I should be surprised on a Monday afternoon.,0,0,1,0,0,0,0,0
1423,I aroused two of the plug working thesis could not be sure 7.2kW,1,0,0,0,0,0,0,0
1424,"The test was scheduled for Monday, but was canceled due to rain and is currently being postponed by the manufacturer. - Greenlots",0,0,0,0,0,0,0,1
1425,"At the top the charger does not work, at the bottom it does not",1,0,0,0,1,0,0,0
1426,QC does a great job,1,0,0,0,0,0,0,0
1427,Enter the entrance at Court Square and immediately turn right and you will find it on the wall in the background. Make sure you have the EV Connect app.,0,0,0,0,1,1,0,0
1428,Charger still free!,0,0,0,1,0,0,0,0
1429,"The place was occupied again by a petrol engine vehicle, but I was able to return to the grass next to the place and the chord reached my charging point.",0,0,1,0,0,1,0,0
1430,"The owner of AB - Larry - came to visit. Very nice and welcoming. 19 miles per hour Tesla. Chademo available, but you need an adapter. Does anyone have one?",1,0,0,0,1,1,1,1
1431,Good location around the corner from an entrance - no problems with ICEd parking.,1,0,1,0,0,1,0,0
1432,Charge my spark with the SAE combo.,1,0,0,0,0,0,0,1
1433,"I interrupted my CHAdeMO session to allow a Chevy Spark to try out the SAE, as it did not work for the i3 or the eGolf. Spark claimed not to have heard the ""click"" when inserting it. Personally, I tried to insert the SAE again, did not hear a click, and then someone tried the NRG card for s & g's and voila.",1,0,0,0,0,0,0,0
1434,"Excellent location, many free stands",0,0,1,0,0,1,0,0
1435,Tesla S & A Leaf illegally parked next to a disabled parking lot charges.,0,0,1,0,0,0,0,0
1436,"Charged three times in the last 4 days, great to have this Level 2 charger near my child's school and on my way to work in RTP. Very effective Level 2 charger negotiates the highest possible charging rate for my smart fortwo ED.",1,0,0,0,0,1,1,0
1437,16 miles in 3 hours with portable charger at 12 amps to 8 / 6.,1,0,0,0,0,0,1,0
1438,"You don't have to ask the dealer for activation anymore, which is cool. It will also be more than 80% where I think it stopped before the takeover of Chargepoint. Still free!",1,0,0,1,0,1,0,1
1439,Nice to be able to use a free charger.,1,0,0,1,0,0,0,0
1440,"Arrived with only 62 miles left in the battery (from the Salisbury Supercharger), with a charging speed of over 370 miles per hour from Station 2B. Thought I could lie down for the night when a freight train honks in the midnight air. Just a caveat in a hotel that looks like a great hotel to rest in on the way from here to there. Thanks for hosting!: -)",0,1,0,0,0,1,1,0
1441,Left side is down,1,0,0,0,0,0,0,0
1442,"Do not be fooled by the Whidbey Telecom branch located 3 miles east on Hi-Way 525. These chargers are located in town in a small shopping mall called ""Whidbey Telecom."" Nice café with ""the Wi-Fi"" in the house. The library is 2 blocks away and the Wi-Fi is also equipped.",0,1,0,0,0,1,0,1
1443,great place EZ in & out I have scooters so I get back in the out gate no problem AAA,0,0,0,0,0,1,0,0
1444,"When it's there, it's private and behind a fence",0,0,0,0,0,1,0,0
1445,"The fast charger has a long cable and can reach the spot to the right of the charger, which prevents the car from moving in front of it. Friendly staff on a Sunday evening.",1,0,0,0,0,1,0,0
1446,"Charged on the left near road 139, the reception was fine.",1,0,0,0,0,1,0,0
1447,Free fast charger works fine. On the way to Six Flags Magic Mountain next.,1,1,0,1,0,0,0,0
1448,Schneider Electric has replaced the original charging station with newer technology.,1,0,0,0,0,0,0,0
1449,"All four chargers in use, one after the other in the adjacent room with no EV. I parked in the EV room. Hopefully one of the shiny new dealers that has upgraded Leafs will join me when it's done. Glad to see the EVs nearby. Galleria definitely needs more chargers as I can't rely on finding one, so it's no longer an incentive to come here.",0,0,1,0,0,0,0,1
1450,"Charged overnight, empty as usual.",0,0,1,0,0,0,0,0
1451,That was me in the last comment. I forgot to log in.,0,0,0,0,1,0,0,0
1452,"wonderful oasis, the only way for me to make our excursions. Leaf could eat for an hour in the local restaurant.",0,0,0,0,0,1,0,1
1453,Here for 1 hour 30 min.,0,0,0,0,1,0,0,0
1454,I work at HCA and charge here every day.,1,0,0,0,0,1,0,0
1455,"Silver leaf, the light and the charger indicated that you were finished charging. I plugged in, closed your inner and outer charging doors: -)",0,0,0,0,1,0,0,0
1456,Both Level 3 chargers work,1,0,0,0,0,0,0,0
1457,good lighting,0,0,0,0,0,1,0,0
1458,I am 5 of 7 cars that are charged on Thursdays 7 / 3 night.,0,0,1,0,0,0,0,0
1459,"For instant access, either use your SemaCharge smart card (or > dial 1-800-663-5633 on your smartphone at any time www.semacharge.com).",1,0,0,0,1,0,0,0
1460,,1,0,0,0,0,0,0,0
1461,"I call Green Mountain to access an NRG card, but they tell me that the charger is free and does not need an activation card for the time being. I hope to try it out next week.",0,0,0,1,0,0,0,0
1462,Sema Connect EVSE; no subscription card is required yet (3 / 26 / 12).,1,0,0,0,1,0,0,0
1463,"""Iced, see photos""? Both photos show electric vehicles that are plugged in.",0,0,1,0,0,0,0,0
1464,Charging stations at Marriott,0,0,0,0,0,1,0,0
1465,Quick charger still down.,1,0,0,0,0,0,0,0
1466,2 available chargers!,0,0,1,0,0,0,0,0
1467,"Watch out for free first 1 / 2 hours within the permit area! Blink DCFC not usable. Left touchscreen reads flashing card, but glass is broken and does not react to touch and refuses to start charging. Right touchscreen is turned off, no signs of life. Thankfully, the neighboring L2 devices work fine.",1,0,0,0,1,0,0,0
1468,"Ben, if the owner has a Chevy Bolt, he must have an inner connection with GM! This car was announced last week in concept car form in Detroit - NAIAS! So, I guess you meant - Chevy Volt!",0,0,0,0,1,0,0,0
1469,Screen frozen,1,0,0,0,0,0,0,0
1470,"Level 3 only ""free"" during business hours. Owner NRG evgo.",1,0,0,1,0,0,0,0
1471,"works great. Only fast charger. warning No 6,6kW xharger.",1,0,0,0,1,0,0,0
1472,This place saved me from drifting down to sn fran,0,1,0,0,0,0,0,0
1473,"We rented an Airstream trailer here overnight and they let us charge our Telsa Model S for free overnight. Great amenities, see website. Circus Circus Resort Casino is within walking distance.",1,0,0,0,0,1,0,0
1474,"On weekends, recharge the Water Street garage for free and head to the waterfront in Jacksonville to get some food.",0,0,0,1,0,1,0,0
1475,"When I got back, there was a new ICE parked in the other place and there was a Fiat e500 parked (illegally) in a pedestrian area with the other charger. Looks like there is a real problem up here with people ignoring the posted codes and taking only parking spaces reserved for electric vehicles.",0,0,1,0,0,1,0,1
1476,"The transmitter could not read my charging card, but I could start it via the iPhone app.",1,0,0,0,0,0,0,0
1477,"The Greenlots app does not work properly. If the RFID card is used, the station now charges.",1,0,0,0,0,0,0,0
1478,"Still free, but it was said that it would not be so soon",0,0,0,1,0,0,0,0
1479,Still broken,1,0,0,0,0,0,0,0
1480,Both other charging stations are actively used.,0,0,1,0,0,0,0,0
1481,"You do not need to use the card reader, it is free of charge, just follow the instructions on the touchscreen.",0,0,0,1,1,0,0,0
1482,This dark grey Fiat with orange accents is obviously an employee of a shopping centre. The car is in place and has been fully charged since I was waiting for someone to clear a space so that I could charge my car.,0,0,1,0,0,0,0,1
1483,"Illegally parked in parallel (in my vehicle) next to the 2 places where the charger extends to my vehicle. Of the 2 legal places, only one volt is plugged in and another volt is disconnected. Civic ICE is parked in third place.",0,0,1,0,0,1,0,1
1484,"First time using plug-share. Charged for 6 minutes until loading is complete, but not nearly full.",1,0,0,0,0,0,0,0
1485,The charging policy of AV is clearly stated on a sign near the charger. Guard is very friendly and lets you charge when you have little power.,0,1,0,0,0,1,0,0
1486,Charges as a guest not permitted despite credit card entry,1,0,0,0,0,0,0,0
1487,"In the evening, when they close, the gates are locked and you can either not enter, or your vehicle is locked overnight! You can charge there, just think of the closing time.",0,0,0,0,0,1,0,0
1488,The charger does not work anymore. It is asked to connect the device if it is already connected.,1,0,0,0,0,0,0,0
1489,"OK, Oct. 2014 on Level 1, ignoring the ""closed"" sign at the ramp entrance down.",0,0,0,0,0,1,0,0
1490,"CCS does not work. After 20 to 50 seconds it turns out to be an error with ""car asked for too much power"" and other random errors. After dozens of attempts I gave up. Guy who used it for Chademo told me that he also had problems with it. Since I was able to charge 60 miles away, it is the charging problem, not the car.",1,1,0,0,1,0,0,1
1491,"Look out for the rectangular gray boxes along the columns. I have 12Ampere, 4mph charge",0,0,0,0,0,1,1,0
1492,worked great. Glad it's here now!,1,0,0,0,0,0,0,0
1493,"Quiet parking on the east side of the AAA office, 15-16 miles per hour, free.",0,0,0,1,0,1,1,1
1494,One unit is still broken.,1,0,0,0,0,0,0,0
1495,Not busy today,0,0,1,0,0,0,0,0
1496,They locked this charger for the day (they locked the entire floor for maintenance).,0,0,0,0,0,1,0,0
1497,"It's 5: 47 a.m. on May 1, and only one station is available at that time.",0,0,1,0,0,0,0,0
1498,Thanks to blue league when I was growing up,0,0,1,0,0,0,0,0
1499,Could not be charged by any of the quick chargers or level 2,1,0,0,0,0,0,0,0
1500,Arancio Cinquecietto,0,0,0,0,0,0,0,1
1501,F'ing blink!,1,0,0,0,0,0,0,0
1502,Fully charged my fit after exploring the California Academy of Sciences.,1,0,0,0,0,1,0,0
1503,"I charge on weekends! The signs with the inscription m-f are only a limit on the time you can spend at the station during the week, not on the hours you can recharge.",0,0,0,0,0,1,0,0
1504,"Comfortable charging at 30 amps, giving the Tesla Model S a top speed of 30 km / h",0,0,0,0,0,0,1,1
1505,"Updated Friday, April 24 at 5: 15 p.m.: Due to the high occupancy rates in these spaces, the stalls are used for shared parking or charging of electric vehicles: The stalls are FIRST COME, FIRST SERVE; the vehicle can park for 15 minutes OR 45 minutes; the vehicle must leave the stall after the parking or charging cycle is complete. Thank you for your cooperation. Comments or questions should be directed to: Richard C. Hanley, P.E. Connecticut DOT Phone: 860-594-2887 Email: Richard.Hanley @ CT.gov",0,0,0,0,0,1,0,0
1506,Stop to see and take a photo.,0,0,0,0,0,1,0,0
1507,with the fast charging station. the one on the left has a problem with being connected. the one on the right works great.,1,0,0,0,0,0,0,0
1508,"The Chademo charger was not ready to use - it looks like the screen has frozen, and the two L2 chargers looked like they were ready to charge. They have 70A and also had a NEMA 14-50 (240V) plug and a 120V socket.",1,1,1,0,0,0,1,0
1509,"Behind Forever21, so you probably won't get the ICEd very often. Nice and quiet too.",0,0,1,0,0,1,0,0
1510,ICED!,0,0,1,0,0,0,0,0
1511,If required in NICU. x4463,0,0,0,0,1,0,0,0
1512,25 min 20 sec has taken me from 57% to 95%.,0,0,0,0,1,0,1,0
1513,I dropped by unannounced and asked if they would allow me to charge at one of their RV outlets if I paid for the electricity and a few dollars. They were happy to accommodate me.,1,0,0,1,0,1,0,0
1514,They called me and let me storm after hours. I was only here from 9pm to 10pm.,0,0,0,0,0,1,0,0
1515,For the first time right / 5 times terrible,1,0,0,0,0,0,0,0
1516,My Fiat could not ask for rent from this dealer... pity _ x1f630 _,1,0,0,0,0,0,0,1
1517,,0,0,0,0,0,1,0,0
1518,Nose-nose parking very helpful.,0,0,0,0,0,1,0,0
1519,This time I filled up about an hour at the gas station in front of the Family Dollar. I asked before plugging in. You can also use the outlet of the nearby pharmacy after you have received a permit (did it 3 months ago).,1,0,0,0,1,1,0,0
1520,"On October 27, 2012, 2 of 6 Telsa SuperChargers are in operation in Tejon. Great location. All solar panels. Easy to find in the parking lot north of Yogurtland. Plenty of food options: Chipotle, In-N-Out, Del Taco, Subway, Panda Express, McDonald's, Starbucks, Iron Skillet, Baskin Robbins and Wendy's.",1,0,0,0,0,0,0,0
1521,"18 km / h for a model S. Section B6 of the parking lot. Near the hotel check-in on the industrial side of the building, but behind a wall from the taxi line.",0,0,0,0,0,0,1,0
1522,Drawn in and found an ICEhole in one of the rooms.,0,0,1,0,0,0,0,0
1523,Both Tesla HPWCs and both J1772 were in use (including me).,1,0,1,0,0,0,0,1
1524,"2. DC Fast Charge I stopped today, this is no longer okay. Less than 10% battery left...",1,1,0,0,0,0,0,0
1525,Combo online again. Successful charging via CCS.,1,0,0,0,0,0,0,0
1526,Both L2 and L3 worked.,1,0,0,0,0,0,0,0
1527,there must be a guest in the hotel to use the charger. i could not use it as i was not a guest.,0,0,1,0,0,1,0,0
1528,The entire station was unresponsive and telephone support was very slow.,1,0,0,0,0,0,0,0
1529,QC on the left throws error codes. Employees have tried to reset and did not work. Other QC is iced.,1,0,1,0,0,0,0,0
1530,"We rented an Airstream trailer here overnight and they let us charge our Telsa Model S for free overnight. Great amenities, see website. Circus Circus Resort Casino is within walking distance.",0,0,0,1,0,1,0,1
1531,"If you park there and you are NOT a CUSTOMER, you will be towed away!!! At the expense of the owners $250...: -)",0,0,1,1,1,0,0,0
1532,"While I was waiting to pick someone up at the airport, I stopped to enjoy the scenery & recharge",0,0,0,0,0,1,0,0
1533,iced,0,0,1,0,0,0,0,0
1534,Works great now!,1,0,0,0,0,0,0,0
1535,Waiting for charging station,0,0,1,0,0,0,0,0
1536,"2 free BMWi ChargeNow plugs to the back of the main driveway. Your space is small, so don't be surprised if an ICE or rental BMW car happens to be blocking the parking booths, but the service department can probably move them for you.",0,0,1,0,0,0,0,1
1537,Charged fine on the left. Leaf behind me had to restart his charge on the right.,1,0,0,0,1,0,0,1
1538,"No chargers available, 1 parking space available.",0,0,1,0,0,0,0,0
1539,"Worked well, both locations open just before noon. Entering the shopping center on Winston, then left. At the end of the line right in front of Trader Joe's.",1,0,0,0,0,1,0,0
1540,Ice cold,0,0,1,0,0,0,0,0
1541,works fine,1,0,0,0,0,0,0,0
1542,Left Unit Cannot be Connected to Car,1,0,0,0,0,0,0,0
1543,Charging at 5.4kWA spot that was iced by a Ford Explorer.,0,0,1,0,0,0,1,0
1544,"Runs an hour, takes me from 25 to 81%. Free! Manager came out and said I was the first he saw with him. Access from Rt 18 southbound.",1,0,0,1,0,1,1,0
1545,"QC still down, has been down for about a month now, every time I come here, WTF!",1,0,0,0,0,0,0,0
1546,"I'm a fan of the fact that there are charging stations in a public city garage, but even at several stations the supply is heavily overshadowed by demand. I drove through all 4 garages and all charging stations were occupied (at least none of them were ICE stations). I guess Palo Alto is the EV capital with Tesla headquarters, so more stations would be good.",0,0,1,0,0,0,0,0
1547,"Almost completed. 2 CHAdeMO, 1 1772 combo and at least 1, if not two level 2s.",1,0,0,0,0,0,0,0
1548,CHAdeMO was empty!!,0,0,1,0,0,0,0,0
1549,a charger closed at midnight. The medium and short charger seem to last 24 hours.,0,0,1,0,0,1,0,0
1550,Directly at the main entrance,0,0,0,0,0,1,0,0
1551,Neither of these things works any more.,1,0,0,0,0,0,0,0
1552,"That was _ VERY _ disappointing. This charger had a lot of problems. I had to use it twice today to make a trip out of range. They put up a sign. It's tiny and no one would pay attention. ICEd on the way out AND ICEd on the way back, and to top it, FORCED it! I had 1-bar and 9 miles of range left and was desperate for a charge. It started charging and gave an error DTC 10014. In the end I drove up to Rosanna Square and the charger worked. So everything is fine, but the technology is not yet proven.",1,0,0,0,0,0,0,0
1553,"Two chargers have service lights on. The other two would not work with my blade, which seemed strange.",1,0,0,0,0,0,0,0
1554,"An eerie location in the evening, but around 6 p.m., there was a lot of traffic for the employees of Solar City.",0,0,0,0,0,1,0,0
1555,"Have tried a few charging stations, but both charge only at 208v 17A.",1,0,1,0,0,0,1,0
1556,Charging at 108 miles per hour.,0,0,0,0,0,0,1,0
1557,"Dual-Level-2 j1772, ChargePoint RFID Card Required Directions: Entrance to the Underground Car Park from Gratiot Ave. (One-Way to the East) or Grand River (One-Way to the East) 7a-11p M-F, 9a-5p Sat for validation 24 hours / 7 days - Monthly & Temporary Monthly Rate: $100 Daily Maximum Rate: $10Spaces: 750, See http: / / www.wxyz.com / dpp / news / detroit-offers-electric-car-charging-stations",1,0,1,1,1,1,0,0
1558,"Installed but not operational until inspection, informed should be operational within a week. - Mark 1 / 4 / 2014",1,0,0,0,1,0,0,0
1559,"These superchargers along the 10 are fantastic! So handy if you drive to and from Los Angeles and to and from Arizona. However, 1 supercharger in Indio, La Quinta or Palm Desert is really badly needed. If that happens, you can get to Arizona from Los Angeles in 8 hours, including charging. Otherwise, you have to stop in La Quinta for 3 hours and Chiriaco Summit for 3 1 / 2 hours to get enough charge to get the next supercharger from the 10 showerhead. Please Tesla, you have to build another super charge station in one of the areas I mentioned.",0,0,0,0,0,1,0,1
1560,"Both sides of the DCFC gave me a bug ""with my vehicle."" Went around the corner to Nissan instead, which worked great!",1,0,0,0,0,1,0,1
1561,"Mmmdb. Reliable hold, I also bought some clothes.",1,0,0,0,0,0,0,0
1562,QC works great!,1,0,0,0,0,0,0,0
1563,"When I finish charging, I will have spent about $28 on a charge of about 12 hours. I think this is way too much because people have turned the current down to 24A and the voltage down to 210. In this case, I would like L1 to be charged for free.",1,0,0,1,0,0,1,0
1564,"Screen is still broken, but still works well.",1,0,0,0,0,0,0,0
1565,Good level-two charge.,1,0,0,0,0,0,0,0
1566,Thanks to Metro Lighting.,0,0,0,0,0,0,0,0
1567,"Neither had ICE'd. Safeway, Starbucks, China Inn, Subway, Pizzeria and Burger King nearby.",0,0,1,0,0,1,0,0
1568,"old chademo disabled combo charger seems to work, but in use",1,0,1,0,0,0,0,0
1569,Neither charger works!!!!,1,0,0,0,0,0,0,0
1570,"Fast charging still defective. No power for the unit. One said ""it was just serviced, but no idea when it will be back.""",1,0,0,0,0,0,0,0
1571,"I turned on the circuit breaker, but no power. The other plugs downstairs had power and were used by Leaf and Volt. I ""needed"" no charge, so I left.",1,0,0,0,0,0,0,1
1572,Parking attendant gave me trouble. Private parking for guild people. You have to park until 12.00 clock. Free,0,0,0,1,0,1,0,0
1573,CHAdeMO DCQC is working brilliantly.,1,0,0,0,0,1,0,0
1574,"The valet will charge you if you are not a guest, but you want to operate / connect it yourself.",1,0,0,0,0,1,0,0
1575,"Confident location. By suggestion we ate at Deet's BBQ. Very good ribs spicy, green beans with onions. Delicious Pulled Pork Sandwich Smoky Floor Mixed Sauce can also be purchased at Meijer's.",0,0,0,0,0,1,0,0
1576,They are so nice to the Viceroy. I lived in the Westin and they let me charge for 8 hours to charge a full charge at 17 miles per hour.,0,0,0,0,0,1,1,0
1577,Sae Combo out of service,1,0,0,0,0,0,0,0
1578,"For instant access, either use your SemaCharge smart card (or > dial 1-800-663-5633 on your smartphone at any time www.semacharge.com).",1,0,0,0,1,0,0,0
1579,Great place to recharge,0,0,0,0,0,1,0,0
1580,"It took me almost 10 minutes in sub-zero temperatures to connect it to my hand, but it works.",1,0,0,0,0,0,0,0
1581,Shows errors with red circle and white X.,1,0,0,0,0,0,0,0
1582,The other 3 spots are available.,0,0,1,0,0,0,0,0
1583,No ICE would sight. b,0,0,1,0,0,0,0,0
1584,"Demand exceeds supply. A Leaf and a Volt are connected to the two charging stations, so a Focus and two Volts (including mine) are parked nearby.",0,0,1,0,0,0,0,1
1585,Two spaces that are blocked by people doing some kind of electrical work.,0,0,1,0,0,0,0,0
1586,Max'd at 346 mph!,0,0,0,0,0,0,1,0
1587,"However, I called technical support and said it should be reactivated in a few days.",1,0,0,0,0,0,0,0
1588,Tesla's 100th Supercharger ribbon cutting ceremony,0,0,0,0,0,1,0,0
1589,I couldn't find the chargers.,0,0,0,0,1,0,0,0
1590,Fully. Waited 10 minutes for charger.,0,0,1,0,0,0,0,0
1591,"Since Monday, January 26th, it's back! Parking is free; during the day, just tell the caretaker you're joining; at night, the property is empty and vacant anyway. It's a good place to stop if you're coming from the south side, running almost empty and desperate for a load. It's close to the freeway exits; navigate to 240 Capitol Ave SW.",0,1,1,1,0,1,0,0
1592,... squeeze tightly... one fast charge and three regular chargers. The problem is that they park cars for service in front of the regular chargers. Free popcorn and coffee.,0,0,1,0,0,1,0,0
1593,"A very convenient location! It is within easy reach of fishermen in Titusville. By the way, there are two chargers here...",0,1,1,0,0,1,0,0
1594,"FYI, this channel is free.",0,0,0,1,1,0,0,0
1595,3 persons in line: - (,0,0,1,0,0,0,0,0
1596,Red Bluff @ 261 miles here with 25 miles left,0,0,0,0,0,0,1,0
1597,On the second floor of the municipal car park.,0,0,0,0,0,1,0,0
1598,"The service manager was kind enough to allow me to charge my Volt on a 95 degree day. Another employee ate lunch in his air-conditioned car, but moved happily! Great experience!",0,0,0,0,0,1,0,0
1599,came back after an hour at Starbucks and found three more Teslas waiting to be charged!,0,0,1,0,0,1,0,1
1600,Would not activate,1,0,0,0,0,0,0,0
1601,"Two Blink Level 2 stations on the first floor, on the south side (closest to the aquarium). Enter the entrance from the south and then turn a loop to the right. Each station has 3 special ev spots. The western of the two stations was (surprisingly) free for me, while the other charged regular blinking rates. Try to get the free!",0,0,0,1,1,1,0,0
1602,CCS finally works!!,1,0,0,0,0,0,0,0
1603,2013 Leaf not charged. Manager blamed my car and offered to search my parking lot. I am stranded 55 miles from home.,1,1,0,0,0,1,0,1
1604,Red Tesla from Florida at one of the charging stations as I drove past.,0,0,1,0,0,0,0,1
1605,"Pretty busy today, two people in line",0,0,1,0,0,0,0,0
1606,I stayed three nights in the hotel. My car was taken by the valet and I could see from the app that the car was clogged all the time.,1,0,0,0,0,1,0,0
1607,"Still free since 5 / 17, but the eVgo reader is here and will probably switch to the payment service soon.",0,0,1,1,0,0,0,0
1608,BMW i3 friendly!,0,0,0,0,0,0,0,1
1609,"Tony's LEAF on the ""BC2BC Return Trip"" (see http: / / www.mynissanleaf.com / viewtopic.php? f = 31 & t = 9170)",0,1,0,0,1,0,0,1
1610,"I agree, when I plan a trip with my ev, I want to know where I stop and what awaits me.",0,0,0,0,1,0,0,0
1611,Not available outside working hours.,0,0,0,0,0,1,0,0
1612,charged this morning after two connection failures. Had to use it again in the evening and was unable to recharge. continued to fail during isolation test. finally drove to the next charger,1,0,0,0,0,1,0,0
1613,Found a place on level D! Free recharge!,0,0,0,1,0,1,0,0
1614,Tesla 10 chargers now. I used the newer? pull ~ in forward type. 262 mi / h. All good,0,0,0,0,0,0,1,1
1615,"I love this solar powered fast charger! # bethesolutionThank you, Brightfields!",1,0,0,0,0,1,0,0
1616,all charging stations in operation...,0,0,1,0,0,0,0,0
1617,Parking warden assured me that he had keys to move the ICE vehicles parked in the electric vehicle charging bays. He sat and waited and never came back to move them.,0,0,1,0,0,1,0,0
1618,"Peak charging power: 70 amps, 208 volts",1,0,0,0,0,0,0,0
1619,J 1772 worked well 3 days ago.,1,0,0,0,0,0,0,0
1620,"Inside it looked small, but when you see it from the outside, it is quite big. It is located opposite the restaurants outside.",0,0,0,0,0,1,0,0
1621,Great success - very practical.,1,0,0,0,0,1,0,0
1622,"Seems slower than normal. Also, at least 1 station is still on the way and makes this constantly strange bird chirping.",0,0,0,0,0,0,1,0
1623,"Confirmed free of charge, but require a charging card for Quick Charge.",1,0,0,1,0,0,0,0
